OTU,Size,Taxonomy
Otu00200,2531,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Cytophagaceae(100);Flectobacillus(100);"
Otu00201,2152,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00202,3465,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(88);unclassified(88);"
Otu00203,2553,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00204,1999,"Bacteria(100);""Verrucomicrobia""(100);Subdivision3(100);Subdivision3_order_incertae_sedis(100);Subdivision3_family_incertae_sedis(100);3_genus_incertae_sedis(100);"
Otu00205,2093,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(97);Rhizobiales(97);unclassified(96);unclassified(96);"
Otu00206,1540,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00207,2204,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"
Otu00208,2012,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);unclassified(59);unclassified(59);unclassified(59);"
Otu00209,1383,Bacteria(100);OD1(99);OD1_class_incertae_sedis(99);OD1_order_incertae_sedis(99);OD1_family_incertae_sedis(99);OD1_genus_incertae_sedis(99);
Otu00210,1305,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00211,3201,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);
Otu00212,1435,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Legionellales(100);Legionellaceae(100);Legionella(100);"
Otu00213,1749,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Moraxella(100);"
Otu00214,2594,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00215,2088,Bacteria(100);OD1(86);OD1_class_incertae_sedis(86);OD1_order_incertae_sedis(86);OD1_family_incertae_sedis(86);OD1_genus_incertae_sedis(86);
Otu00216,2592,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);"
Otu00217,2176,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Asticcacaulis(100);"
Otu00218,1637,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Sphingobacteriaceae(100);Pedobacter(100);"
Otu00219,3629,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00220,2202,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);unclassified(100);"
Otu00221,5802,"Bacteria(100);""Acidobacteria""(100);Acidobacteria_Gp4(100);Acidobacteria_Gp4_order_incertae_sedis(100);Acidobacteria_Gp4_family_incertae_sedis(100);Gp4(100);"
Otu00222,1480,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00223,711,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);"
Otu00224,2529,"Bacteria(100);""Proteobacteria""(100);unclassified(51);unclassified(51);unclassified(51);unclassified(51);"
Otu00225,1316,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00226,66,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00227,3046,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00228,2094,"Bacteria(100);""Armatimonadetes""(100);Chthonomonadetes(100);Chthonomonadales(100);Chthonomonadaceae(100);Chthonomonas_Armatimonadetes_gp3(100);"
Otu00229,1707,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00230,1244,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00231,1294,"Bacteria(100);""Verrucomicrobia""(100);Subdivision3(100);Subdivision3_order_incertae_sedis(100);Subdivision3_family_incertae_sedis(100);3_genus_incertae_sedis(100);"
Otu00232,1832,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"
Otu00233,2358,"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(96);unclassified(96);unclassified(96);unclassified(96);"
Otu00234,737,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00235,1673,"Bacteria(100);""Proteobacteria""(100);Epsilonproteobacteria(100);Campylobacterales(100);Campylobacteraceae(100);Campylobacter(100);"
Otu00236,1122,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00237,156,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00238,2036,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00239,1408,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu00240,1907,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"
Otu00241,1872,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);unclassified(100);
Otu00242,3074,"Bacteria(100);""Chloroflexi""(100);Caldilineae(100);Caldilineales(100);Caldilineaceae(100);Caldilinea(100);"
Otu00243,2782,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);unclassified(100);"
Otu00244,1909,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00245,4781,Bacteria(100);SR1(100);SR1_class_incertae_sedis(100);SR1_order_incertae_sedis(100);SR1_family_incertae_sedis(100);SR1_genus_incertae_sedis(100);
Otu00246,2928,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00247,1483,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00248,491,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(82);""Sphingobacteriales""(82);unclassified(82);unclassified(82);"
Otu00249,499,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00250,1327,"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bdellovibrionaceae(100);Bdellovibrio(100);"
Otu00251,636,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00252,1365,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Rhodocyclales(100);Rhodocyclaceae(100);unclassified(100);"
Otu00253,919,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Cryomorphaceae(100);Fluviicola(100);"
Otu00254,1459,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00255,702,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu00256,2791,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00257,684,"Bacteria(100);""Proteobacteria""(99);unclassified(98);unclassified(98);unclassified(98);unclassified(98);"
Otu00258,768,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00259,1068,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);Duganella(64);"
Otu00260,5439,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00261,724,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Gordonia(100);"
Otu00262,1446,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Legionellales(100);Legionellaceae(100);Legionella(100);"
Otu00263,1608,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(73);""Sphingobacteriales""(73);unclassified(73);unclassified(73);"
Otu00264,2127,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00265,1228,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu00266,2320,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);"
Otu00267,1613,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00268,1204,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00269,1448,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00270,674,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00271,1364,Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00272,1232,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00273,560,"Bacteria(100);""Proteobacteria""(86);unclassified(86);unclassified(86);unclassified(86);unclassified(86);"
Otu00274,892,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu00275,759,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Thiotrichales(100);Thiotrichales_incertae_sedis(100);Caedibacter(100);"
Otu00276,1200,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00277,582,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"
Otu00278,1299,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00279,2017,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Cellvibrio(100);"
Otu00280,1037,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00281,1616,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rickettsiales(100);Rickettsiaceae(100);Rickettsia(100);"
Otu00282,652,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00283,461,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00284,838,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomyces(100);"
Otu00285,1350,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu00286,1547,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);unclassified(96);unclassified(96);unclassified(96);"
Otu00287,961,"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Peredibacter(100);"
Otu00288,1604,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Cytophagaceae(100);Cytophaga(100);"
Otu00289,1279,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00290,1434,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Sphingomonadales(100);Erythrobacteraceae(100);Porphyrobacter(100);"
Otu00291,3242,"Bacteria(100);""Verrucomicrobia""(100);Spartobacteria(100);Spartobacteria_order_incertae_sedis(100);Spartobacteria_family_incertae_sedis(100);unclassified(100);"
Otu00292,890,"Bacteria(100);""Verrucomicrobia""(100);Subdivision3(100);Subdivision3_order_incertae_sedis(100);Subdivision3_family_incertae_sedis(100);3_genus_incertae_sedis(100);"
Otu00293,14,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);unclassified(100);"
Otu00294,682,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00295,800,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu00296,2936,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);unclassified(100);unclassified(100);
Otu00297,1889,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00298,812,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00299,2516,"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Rikenellaceae""(100);Alistipes(100);"
Otu00300,1247,"Bacteria(100);""Acidobacteria""(100);Acidobacteria_Gp3(100);Acidobacteria_Gp3_order_incertae_sedis(100);Acidobacteria_Gp3_family_incertae_sedis(100);Gp3(100);"
Otu00301,1574,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu00302,1475,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00303,656,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00304,144,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00305,850,Bacteria(100);OD1(100);OD1_class_incertae_sedis(100);OD1_order_incertae_sedis(100);OD1_family_incertae_sedis(100);OD1_genus_incertae_sedis(100);
Otu00306,30,"Bacteria(100);""Bacteroidetes""(100);unclassified(97);unclassified(97);unclassified(97);unclassified(97);"
Otu00307,273,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00308,1608,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Rhodococcus(100);"
Otu00309,2372,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"
Otu00310,860,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu00311,2362,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Cytophagaceae(100);Arcicella(96);"
Otu00312,2351,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00313,565,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Acidimicrobiales(100);""Acidimicrobineae""_incertae_sedis(100);Aciditerrimonas(100);"
Otu00314,1234,"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);unclassified(100);unclassified(100);"
Otu00315,863,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00316,1557,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00317,3214,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"
Otu00318,1641,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu00319,1059,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00320,455,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"
Otu00321,372,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00322,390,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);unclassified(100);unclassified(100);"
Otu00323,405,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00324,2889,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00325,954,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00326,901,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_III(100);
Otu00327,1325,"Bacteria(100);""Acidobacteria""(100);Acidobacteria_Gp4(100);Acidobacteria_Gp4_order_incertae_sedis(100);Acidobacteria_Gp4_family_incertae_sedis(100);Gp4(100);"
Otu00328,632,Bacteria(100);SR1(100);SR1_class_incertae_sedis(100);SR1_order_incertae_sedis(100);SR1_family_incertae_sedis(100);SR1_genus_incertae_sedis(100);
Otu00329,1035,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00330,1501,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu00331,477,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"
Otu00332,717,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu00333,2682,"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Desulfovibrionales(100);Desulfovibrionaceae(100);Desulfovibrio(100);"
Otu00334,1559,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(84);"
Otu00335,1433,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu00336,1345,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
